name,ingredients
Fried Rice Chicken Teriyaki Cups,"nonstick cooking spray, 3 cups rice (690 g), cooked, 1 cup onion (150 g), minced, ¾ cup carrot (90 g), finely diced, 1 cup scallion (100 g), chopped, plus more for serving, 1 teaspoon ginger, minced, 1 clove garlic, minced, 1 teaspoon salt, 1 tablespoon seasoned rice vinegar, 3 tablespoons soy sauce, 2 large eggs, 1 tablespoon olive oil, 2 lb chicken breast (905 g), cubed, ½ teaspoon salt, 2 cloves garlic, minced, 1 teaspoon ginger, minced, ½ cup soy sauce (120 mL), ⅓ cup honey (115 g), 1 tablespoon sesame seeds, 1 tablespoon cornstarch, 1 lime, juiced"
Chicken Teriyaki Crispy Noodle Bowl,"½ cup soy sauce (120 mL), ¼ cup rice wine vinegar (60 mL), 3 tablespoons light brown sugar, 2 cloves garlic, minced, 2 teaspoons cornstarch, 1 tablespoon oil, plus more for frying, 4 oz vermicelli rice noodle (115 g), 1 ½ lb boneless, skinless chicken thighs (680 g), cut into 1 inch (2 cm) pieces, salt, to taste, pepper, to taste, 1 ½ cups snap peas (150 g), blanched, 1 radish, thinly sliced, 2 scallions, thinly sliced, fresh cilantro, chopped, to taste, 2 teaspoons sesame seeds"
Slow-Cooker Pineapple Baby Back Ribs,"1 tablespoon salt, 1 teaspoon pepper, 1 teaspoon onion powder, ½ teaspoon cayenne, 2 teaspoons ground cumin, 1 teaspoon chili powder, 2 teaspoons garlic powder, 2 lb baby back ribs (910 g), 20 oz diced pineapple (565 g), 28 oz barbecue sauce (795 g)"
Cheddar Oven Fried Chicken,"3 cups cheese cracker (185 g), crushed, ¼ teaspoon pepper, optional, 2 cups flour (250 g), 5 eggs, whisked, 4 skin-on chicken drumsticks, 4 skin-on chicken thighs, 3 cups broccoli floret (450 g), 3 cups yukon potato (675 g), quartered, 3 tablespoons olive oil, 2 tablespoons fresh rosemary, leaves, chopped, 3 cloves garlic, minced, ½ teaspoon salt, ¼ teaspoon pepper, fresh parsley, for garnish"
Homemade Lumpia,"1 tablespoon vegetable oil, 1 medium yellow onion, minced, 2 cloves garlic, minced, 1 medium carrot, minced, 1 teaspoon fresh ginger, grated, 1 lb ground pork (455 g), 12 oz water chestnuts (340 g), 1 can, minced, 1 teaspoon salt, 1 teaspoon pepper, 2 teaspoons soy sauce, ¼ cup green onion (35 g), minced, 2 tablespoons fresh cilantro, minced, plus more for garnish, 1 ½ cups canola oil (355 mL), for frying, 25 lumpia wrappers, or spring roll wrappers, 1 egg, beaten, sweet chili sauce, for serving"
Cheesy Jalapeño Corn Dogs,"4 hot dogs, 4 thin slices of cheddar cheese, room temperature, 1 cup all-purpose flour (125 g), 1 cup yellow cornmeal (140 g), ¼ cup sugar (50 g), 4 teaspoons baking powder, ¼ teaspoon salt, ⅛ teaspoon black pepper, 1 cup milk (240 mL), 1 egg, 1 jalapeño, minced, 1 qt peanut or vegetable oil (960 mL), for frying, mustard, for serving, wooden skewer"
Classic Coq Au Vin,"4 lb skin-on chicken leg quarter (1.8 kg), kosher salt, to taste, black pepper, to taste, 3 sprigs fresh thyme, 2 bay leaves, ¼ bunch fresh parsley stems, 3 cups red burgundy wine (720 mL), or any dry red wine, 1 cup bacon (225 g), cubed, 3 large carrots, peeled and minced, 1 large white onion, chopped, ½ lb cremini mushroom (225 g), sliced, ½ lb cremini mushroom (225 g), quartered, 5 cloves garlic, minced, 2 tablespoons tomato paste, 2 tablespoons all-purpose flour, ¼ cup brandy (60 mL), 2 tablespoons extra virgin olive oil, plus more as needed, 2 tablespoons unsalted butter, 8 oz pearl onion (225 g), peeled, 1 pinch sugar, ¼ cup fresh parsley (10 g), chopped, for garnish, 1 baguette, sliced, for serving"
Beer-Battered Crispy Fried Chicken Strips,"1 cup salted crisp (100 g), 1 egg, ½ cup beer (100 mL), ¾ cup plain flour (100 g), 1 teaspoon baking soda, 1 teaspoon salt, ½ teaspoon pepper, 1 chicken breast, salt, to season, pepper, to season, oil, for frying, ¼ cup ketchup (60 mL), to serve, 4 oz chip (115 g), to serve"
Rie’s Gyoza,"1 lb ground pork (455 g), 2 cups cabbage (200 g), finely chopped, 1 cup nira chives (40 g), finely chopped, ½ cup shiitake mushroom (40 g), finely chopped, 1 clove garlic, grated, 1 teaspoon ginger, grated, 1 tablespoon soy sauce, 1 tablespoon sesame oil, 1 tablespoon sake, 1 teaspoon salt, 1 teaspoon black pepper, 80 gyoza wrappers, 1 tablespoon sesame oil, 1 cup water (240 mL), 1 tablespoon flour, dipping sauce, optional, ¼ cup soy sauce (60 mL), ¼ cup rice vinegar (60 g), 1 tablespoon sesame oil, 1 teaspoon mirin"
Chipotle Chicken Burrito Bowl,"3 boneless, skinless chicken thighs, 5 tablespoons olive oil, divided, 1 tablespoon chipotle powder, 1 tablespoon garlic powder, 1 tablespoon cumin, 1 teaspoon salt, 1 tablespoon oil, 3 cups brown rice (690 g), cooked, 1 cup green pepper (100 g), diced, 1 cup cherry tomato (200 g), halved, ½ cup canned black bean (85 g), drained and rinsed, ½ cup corn (85 g), ½ cup red onion (75 g), diced, ½ cup fresh cilantro (20 g), 1 lime, juiced, salt, to taste, pepper, to taste"
"Seared Duck Breast With Red Wine Jus And Orange, Olive Oil Mash","4 duck breasts, 4 teaspoons sea salt, 4 teaspoons pepper, 8 cloves garlic, 4 sprigs fresh rosemary, 1 ½ cups potato (400 g), 2 teaspoons butter (10 g), 1 oz milk (20 mL), orange zest, half an orange, 1 tablespoon olive oil, 1 teaspoon salt, 1 teaspoon pepper, ½ teaspoon flour, ½ cup red wine (100 mL), 3 teaspoons cranberry sauce, 2 teaspoons honey, 1 orange, juice of, ¼ cup chicken stock (60 mL), ½ teaspoon salt, ½ teaspoon pepper, orange zest, of half an orange, to serve, fresh rosemary, to serve"
Grilled Pork Chop With Creamy Mustard Sauce,"4 bone-in pork chops, 2 tablespoons Grill Mates® Roasted Garlic & Herb Seasoning, ½ cup heavy cream (120 mL), 1 tablespoon dijon mustard, 1 tablespoon old-style mustard, ½ teaspoon McCormick® Tarragon Leaves, kosher salt, to taste, McCormick® Pure Ground Black Pepper, to taste, neutral oil, for greasing grill grates"
Classic Hamburger,"12 oz ground beef (340 g), kosher salt, to taste, freshly ground black pepper, 1 tablespoon vegetable oil, 2 slices cheese, such as swiss, cheddar, or american, optional, 2 hamburger buns, topping of your choice, for serving"
Berbere Spice Chicken Wings,"3 tablespoons paprika, 1 tablespoon salt, 1 tablespoon cayenne, 1 teaspoon ground fenugreek, 1 teaspoon ground ginger, 1 teaspoon onion powder, ½ teaspoon ground cardamom, ½ teaspoon ground nutmeg, ½ teaspoon garlic powder, ¼ teaspoon ground cloves, ¼ teaspoon ground cinnamon, ¼ teaspoon allspice, 12 chicken drumettes, ½ cup flour (60 g), 1 tablespoon baking powder, 1 tablespoon cornstarch, 2 tablespoons unsalted butter"
Maple Bacon Mashed Potatoes,"4 strips bacon, 1 ½ tablespoons pure maple syrup, divided, 2 lb russet potato (910 g), peeled and cut into 2 in pieces (5 cm), cold water, for cooking potatoes, 1 tablespoon kosher salt, divided. plus 1 1/2 teaspoons, ⅓ cup whole milk (80 mL), plus more as needed, ⅓ cup heavy cream (80 mL), plus more as needed, 1 stick unsalted butter"
One-Pot Chicken Korma,"2 onions, sliced, 2 cloves garlic cloves, 2 chicken breasts, sliced, 2 tomatoes, chopped, 2 tablespoons korma paste, 1 cup basmati rice (200 g), 1 chicken stock cube, 2 ¼ cups water (500 mL), ½ cup raisin (75 g), ⅜ cup pine nuts (50 g), ¼ cup spinach (50 g), yogurt, to taste, 1 tablespoon coriander, to taste"
Chicken Fajita Sliders In 15 Minutes Or Less,"½ onion, 1 red bell pepper, 1 clove garlic, 1 tablespoon vegetable oil, 2 cups rotisserie chicken (250 g), shredded, 1 ½ tablespoons taco seasoning, ½ lime, squeezed, 3 tablespoons water, 1 tablespoon butter, 1 clove garlic, 12 rolls dinner roll, 1 pack, 2 cups mexican blend cheese (200 g)"
Honey Roasted BBQ Pork (Char Siu),"2 tablespoons soy sauce, 2 tablespoons rice wine, also known as shaoxing, 1 tablespoon sesame oil, 2 teaspoons ground five spice, 1 tablespoon salt, 5 cloves garlic, crushed, 1 piece fresh ginger, sliced 2 in (5 cm), 2 tablespoons bean curd, ¼ cup bean curd liquid (60 mL), ¼ cup hoisin sauce (65 g), ½ cup honey (170 g), 2 lb boneless pork shoulder (905 g), 1 cup white rice (230 g), cooked, for serving, 2 large bok choys, steamed, for serving"
Crispy Chicken Teriyaki Rice Balls,"1 lb boneless, skinless chicken breast (455 g), salt, to taste, white pepper, to taste, 2 tablespoons water, 1 ½ teaspoons cornstarch, ¼ cup soy sauce (60 g), 2 tablespoons brown sugar, 1 teaspoon fresh ginger, minced, 1 teaspoon garlic, minced, 1 tablespoon honey, 1 teaspoon sesame oil, 1 tablespoon mirin, 2 tablespoons cooking oil, 1 cup bell pepper (100 g), julienned, 1 cup carrot (120 g), julienned, 4 cups short grain rice (800 g), cooked, 3 eggs, beaten, 2 cups panko breadcrumbs (100 g), 1 cup scallion (100 g), thinly sliced"
Whole30 Coconut Curry Meal Prep,"olive oil, to taste, 2 boneless, skinless chicken breasts, cubed, salt, to taste, pepper, to taste, ⅓ cup chicken broth (80 mL), ½ yellow onion, diced, 2 cloves garlic, minced, 3 tablespoons green curry paste, 13 ½ oz coconut milk (400 mL), 2 cans, 2 teaspoons ground turmeric, 1 teaspoon chili powder, 1 teaspoon ground coriander, 1 teaspoon ground ginger, 1 salt, to taste, 1 pepper, to taste, 3 cups butternut squash (615 g), cubed, 1 red bell pepper, sliced, 2 cups broccoli floret (300 g), 2 cups cauliflower florets (600 g), 4 cups riced cauliflower (400 g), to serve, fresh cilantro, chopped, to serve"
Classic Lasagna Soup,"1 tablespoon olive oil, 1 large yellow onion, diced, 3 cloves garlic, minced, 1 lb ground beef (425 g), ¼ cup tomato paste (60 g), 2 teaspoons kosher salt, 1 teaspoon freshly ground black pepper, ½ teaspoon dried oregano, 1 teaspoon dried thyme, ½ teaspoon dried rosemary, 1 can crushed tomato, 4 cups chicken stock (960 mL), 8 oz lasagna noodle (225 g), roughly broken, 8 oz ricotta cheese (225 g), for serving"
Chicken Parm Pizza,"2 boneless, skinless chicken breasts, cubed, 1 teaspoon salt, 1 teaspoon black pepper, 1 teaspoon dried oregano, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon paprika, 1 cup flour (125 g), 8 eggs, beaten, 3 cups seasoned bread crumbs (345 g), oil, for frying, 1 cup tomato sauce (260 g), 8 oz mozzarella cheese (225 g), sliced or shredded, ¼ cup grated parmesan cheese (25 g), fresh basil, chopped, to garnish"
Meatball Bread Boat,"½ lb ground beef (225 g), ½ lb Italian sausage (225 g), 1 teaspoon salt, 1 teaspoon garlic powder, 1 teaspoon pepper, 2 tablespoons dried basil, 1 cup grated parmesan cheese (110 g), half for the meatballs, half for the boat topping, 1 egg, ½ cup breadcrumb (55 g), ½ cup water (120 mL), 3 cups marinara sauce (770 g), 1 italian bread  loaf, 3 cups shredded mozzarella cheese (300 g), Shredded"
Fried Chicken Biscuit Sandwich,"6 boneless skinless chicken thighs, kosher salt, to taste, freshly ground black pepper, to taste, 1 cup buttermilk (240 mL), 1 cup dill pickle brine (240 mL), brine, 4 cups all purpose flour (500 g), plus more for dusting, 4 teaspoons baking powder, ½ teaspoon baking soda, 1 teaspoon kosher salt, 2 sticks unsalted butter, cubed and chilled, 1 cup buttermilk (240 mL), plus 2 tablespoons, ¼ cup melted butter (60 mL), for brushing, flaky sea salt, for garnish, 6 cups canola oil (1.4 L), for frying, 2 cups all purpose flour (250 g), 2 tablespoons baking powder, 1 teaspoon onion powder, 1 teaspoon garlic powder, 1 teaspoon kosher salt, plus more to taste, ½ cup buttermilk (120 mL)"
Taco Pie,"¼ cup butter (55 g), chopped, 3 slices american cheese, 1 cup flour (140 g), ¼ teaspoon salt, 2 tablespoons water, 1 lb ground beef (455 g), ½ cup onion (75 g), chopped, ½ cup salsa (130 g), 1 refried bean, 1 taco seasoning, 6 slices american cheese, 1 cup shredded lettuce (75 g), 1 tomato, chopped, sour cream, shredded cheese"
Pesto Chicken Spaghetti Squash,"1 spaghetti squash, 1 tablespoon neutral oil, plus more for drizzling, kosher salt, to taste, ½ teaspoon freshly ground black pepper, 4 boneless, skinless chicken thighs, ½ lb green beans (225 g), trimmed, 1 cup basil pesto (230 g), 2 cups cherry tomatoes (400 g), halved"
Bacon-wrapped Brussels Sprouts,"12 strips bacon, 12 brussels sprouts, maple syrup, black pepper, to taste"
Keto Breakfast Sandwiches,"4 large eggs, nonstick cooking spray, for greasing, 1 teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 2 sausage patties, 2 slices cheddar cheese"
Creamy Tuscan Chicken Mac And Cheese,"1 ½ teaspoons kosher salt (7 g), plus more for boiling pasta, 1 lb medium shell pasta (452 g), penne or bowtie can also be used, 1 tablespoon olive oil (14 mL), plus more for drizzling, 2 boneless, skinless chicken breasts, ¾ teaspoon freshly ground black pepper (1 g), 3 tablespoons unsalted butter (42 g), 1 cup yellow onion (150 g), finely diced, 4 garlic cloves, minced, ¼ cup dry white wine (60 mL), such as Pinot Grigio, 1 cup sun-dried tomatoes in olive oil (55 g), julienne-style, drained, 2 tablespoons all-purpose flour (16 g), 3 cups whole milk (720 mL), or half and half, 2 teaspoons dried oregano (2 g), 1 bunch tuscan kale, stemmed and sliced, 2 cups shredded mozzarella cheese (230 g), 1 cup white cheddar cheese (100 g), grated, ½ cup grated parmesan cheese (55 g), plus more for serving, 1 tablespoon fresh parsley (2.2 g), chopped"
Carnitas Steamed Buns,"1 tablespoon chili powder, 2 teaspoons cumin, 2 teaspoons dried oregano, 2 teaspoons salt, 1 teaspoon pepper, 3 lb pork shoulder (1.3 kg), 1 medium onion, roughly chopped, 2 jalapeñoes, roughly chopped, ¼ cup lime juice (60 mL), ½ cup orange juice (120 mL), 5 cloves garlic, 1 tablespoon instant dry yeast, 2 tablespoons sugar, 1 cup warm water (235 mL), 3 cups flour (375 g), 1 teaspoon salt, 1 teaspoon baking powder"
Double Cheeseburger For A Crowd,"2 lb ground beef (905 g), salt, to taste, pepper, to taste, 1 medium yellow onion, sliced, 3 cloves garlic, minced, 2 cups fresh spinach (80 g), 2 sheets puff pastry, 8 slices cheddar cheese, 1 egg, beaten, sesame seed, for sprinkling"
Cheesy Chicken Pot Pies,"4 cloves garlic, 2 chicken breasts, salt, to taste, pepper, to taste, 3 strips bacon, ¾ cup chicken stock (200 mL), 1 teaspoon fresh rosemary, 1 teaspoon fresh thyme, 2 tablespoons sour cream, ½ head broccoli, cooked, 1 cup cheese (100 g), to garnish"
Chicken Parm Melts,"1 rotisserie chicken, 1 cup marinara sauce (260 g), 6 slices bread, toasted, 1 cup shredded mozzarella cheese (100 g)"
Hot Cheeto Burrito,"1 lb flank steak (455 g), 1 teaspoon taco seasoning, 2 teaspoons salt, divided, 2 teaspoons lime juice, divided, 2 avocados, ¼ cup mexican sour cream (55 g), 8 oz flaming hot cheetos (225 g), 1 bag, ½ cup cheddar cheese (50 g), canned, 1 canola oil, to fry"
Instant Pot French Dip Sandwich,"3 lb 1 chuck roast (1.2 kg), kosher salt, to taste, freshly ground black pepper, to taste, 1 tablespoon olive oil, 1 medium yellow onion, sliced, 3 cloves garlic, 4 cups beef stock (960 mL), 1 tablespoon soy sauce, 2 sprigs of fresh rosemary, 8 French rolls, 4 tablespoons 1/2 stick of unsalted butter, room temperature"
Albondigas (Mexican Meatball Soup),"1 lb ground beef (425 g), 1 lb ground turkey (425 g), ½ cup long grain rice (100 g), 1 large egg, 3 cloves garlic, minced, 2 ½ teaspoons kosher salt, ¼ teaspoon freshly ground black pepper, ½ teaspoon Mccormick® ground cumin, ¼ cup fresh cilantro (10 g), finely chopped, 1 tablespoon canola oil, 1 cup white onion (150 g), medium, chopped, 4 cloves garlic, minced, ½ teaspoon oregano, (preferably Mexican oregano), ½ teaspoon Mccormick® ground cumin, 1 dried ancho chile, 2 large carrots, 2 stalks celery, chopped in 1/2 in(1.24 cm), ¼ lb red potato (105 g), chopped into ½-inch (1.24 cm) pieces, 1 ½ teaspoons kosher salt, plus more to taste, ¼ teaspoon freshly ground black pepper, plus more to taste, 2 cans diced tomato, 4 cups unsalted chicken stock (960 mL), lime juice, to taste, avocado, sliced, radish, thinly shaved, fresh cilantro, chopped, queso fresco, crumbled, serrano pepper, thinly sliced, Lime wedge, hot sauce"
Freezer Pack Marinated Chicken 4 Ways,"2 chicken breasts, 3 tablespoons olive oil, 1 clove garlic, minced, 4 tablespoons cilantro, finely chopped, 2 tablespoons lime juice, ½ teaspoon salt, or more to taste, ¼ teaspoon black pepper, ¼ cup honey (85 g), 2 tablespoons hot sauce, 2 tablespoons ketchup, 1 tablespoon chipotle chili powder, 4 tablespoons olive oil, 2 tablespoons lemon juice, 3 garlics, minced, 3 tablespoons parsley, finely chopped, ½ teaspoon salt, or more to taste, ½ cup soy sauce (120 mL), 2 tablespoons honey, 2 tablespoons brown sugar, 1 tablespoon sesame seed, Freezer storage ziplock bag"
Cheesy Volcano Fried Rice,"5 strips bacon, chopped, 2 tablespoons garlic, minced, 4 green onions, sliced, 1 cup kimchi (155 g), chopped, 2 tablespoons gochujang, (Korean red pepper paste), 2 tablespoons mirin, 1 tablespoon soy sauce, 2 tablespoons toasted sesame oil, divided, 2 cups short grain rice (400 g), day-old, ½ cup shredded mozzarella cheese (55 g), 4 large eggs"
Barbecue Beer Can Chicken,"⅓ cup brown sugar (75 g), 2 teaspoons onion powder, 2 teaspoons garlic powder, 1 teaspoon mustard powder, 2 teaspoons smoked paprika, 1 teaspoon pepper, 2 teaspoons dried tarragon, 2 teaspoons salt, 1 5-pound whole chicken, gizzards removed, 12 oz beer, ½ cup barbecue sauce (145 g)"
Pull-Apart Broccoli Chicken Alfredo Lasagna Rolls,"nonstick cooking spray, for greasing, 2 cups cooked shredded chicken (250 g), 2 cups finely chopped broccoli (300 g), 2 cups shredded mozzarella cheese (200 g), divided, ½ cup shredded parmesan cheese (55 g), 1 teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 1 teaspoon garlic powder, 2 cups alfredo sauce (520 g), divided, 12 wide lasagna noodles, cooked, 1 tablespoon finely chopped fresh parsley, for garnish"
Personal Protein Pot,"2 cloves garlic, minced, 1 tablespoon minced fresh ginger, 1 tablespoon sesame oil, 1 tablespoon honey, ¼ cup soy sauce (60 mL), 1 boneless, skinless chicken breast, ½ cup dry quinoa (85 g), rinsed, 1 ½ cups chicken stock (360 mL), ½ cup sliced carrot (55 g), ½ cup snap peas (50 g), ends trimmed, ½ cup shredded red cabbage (50 g), ½ cup sliced bell pepper (50 g), ½ cup broccoli florets (75 g), 1 large egg, kosher salt, to taste, ½ avocado, sliced, sliced scallion, for garnish, toasted sesame seed, for garnish"
